ind,sexe,age,taille,poids
ind_200,F,16.1,162.2,53.8
ind_200,F,17,162.2,54.4
ind_201,F,1.2,73.6,10.2
ind_201,F,2.1,85.6,12.2
ind_201,F,3.2,94.6,14.2
ind_201,F,4,102.5,16
ind_201,F,5.1,108.5,17.4
ind_201,F,6.2,114.5,20.5
ind_201,F,9,132.5,27.9
ind_201,F,10.8,144.3,38.2
ind_201,F,12,150.3,42.7
ind_201,F,13,155.1,47.5
ind_201,F,14.2,159.2,51.6
ind_201,F,15.4,161.1,55.6
ind_201,F,16.1,162.1,57.8
ind_201,F,17,162.2,58.8
ind_201,F,18,162.3,58.2
ind_202,M,1.3,74.1,7.8
ind_202,M,2,83.9,10
ind_202,M,3.1,93.8,12.1
ind_202,M,4.4,100.5,12.7
ind_202,M,7.9,123.9,22.9
ind_202,M,8.9,128.5,24.8
ind_202,M,10.4,132.8,24.2
ind_202,M,11.1,138.2,28.4
ind_202,M,12,144.6,33.6
ind_202,M,13.8,157.8,41.1
ind_202,M,15.1,163.7,45.1
ind_202,M,16.1,167.7,48.8
ind_202,M,17.1,171.8,51.8
ind_202,M,18.4,172.4,57.7
ind_203,F,1.1,77.4,12.3
ind_203,F,2.1,89.5,14.2
ind_203,F,3,98.4,15.7
ind_203,F,4,107.6,18.5
ind_203,F,5.1,113.6,20.4
ind_203,F,6.9,125.6,27.6
ind_203,F,10.2,145.4,39.5
ind_203,F,10.9,151.1,43.3
ind_203,F,12.1,157.5,49.5
ind_203,F,12.8,164.5,55
ind_203,F,14,168.4,61.2
ind_203,F,15.3,170.8,67
ind_203,F,15.9,171.9,67.4
ind_203,F,18.1,174.3,68.3
ind_204,M,1.4,76.4,9.8
ind_204,M,2,85.8,12.1
ind_204,M,3.1,96,13.9
ind_204,M,3.9,102.7,15.7
ind_204,M,5,109.8,17.1
ind_204,M,7,121.7,22.6
ind_204,M,8,126.7,26.1
ind_204,M,9,131.7,28.1
ind_204,M,12,148.6,40.2
ind_204,M,13.4,156,45
ind_204,M,14.2,162.8,51.2
ind_204,M,15,168.5,56.3
ind_204,M,16,172.5,62.3
ind_204,M,18.2,177.8,69.9
ind_205,F,1.8,85.8,11.7
ind_205,F,3,95,14.3
ind_205,F,3.9,102.9,15.8
ind_205,F,5.3,109.3,18.4
ind_205,F,6,115,20.7
ind_205,F,7,121,23.6
ind_205,F,8,127,26.1
ind_205,F,9.8,138.8,32.9
ind_205,F,11.8,150.8,42.7
ind_205,F,12.9,156,47.9
ind_205,F,14.9,162,56.3
ind_205,F,16.9,163,59.3
ind_206,F,0.9,72.1,8.1
ind_206,F,2.2,84,10
ind_206,F,3.2,93.1,11.9
ind_206,F,5.2,106.3,12.3
ind_206,F,6.1,112.5,14.7
ind_206,F,9.3,130.4,18.1
ind_206,F,9.9,135.5,22.3
ind_206,F,11,141.2,26.2
ind_206,F,12.1,147.4,30.5
ind_206,F,12.8,151,32.1
ind_206,F,13.9,155.1,36.1
ind_206,F,17.2,157.9,43.6
ind_206,F,18,158,42.7
ind_207,M,1.9,84.9,11.1
ind_207,M,3,94.9,13
ind_207,M,4.3,101.7,13.6
ind_207,M,5,108.6,15.5
ind_207,M,6,114.4,18.5
ind_207,M,7,120,20.5
ind_207,M,8,124.9,24.2
ind_207,M,11.2,139.2,30.8
ind_207,M,12.1,145.6,35.8
ind_207,M,13.1,152.4,39.1
ind_207,M,13.9,159.4,45
ind_207,M,18,173.9,60.3
ind_208,M,1,71.1,6.9
ind_208,M,2.2,81.4,9.4
ind_208,M,3.1,91.4,11.2
ind_208,M,4,97.2,10.8
ind_208,M,4.9,104.5,12.6
ind_208,M,6.2,111.3,15.9
ind_208,M,6.9,115.8,16.5
ind_208,M,8.4,121.8,20.7
ind_208,M,9.1,126.2,22.3
ind_208,M,9.9,130,20.1
ind_208,M,11,134.5,23.8
ind_208,M,12,140.4,28.8
ind_208,M,13.1,147.3,27.8
ind_208,M,14,154.4,34.2
ind_208,M,15,159.8,37.7
ind_208,M,16,163.2,37.8
ind_208,M,18,166.4,44.4
ind_209,F,1,73.2,10.1
ind_209,F,2.4,85.2,12.4
ind_209,F,3.1,94.2,14.2
ind_209,F,4,102,15.7
ind_209,F,5.1,108.1,17.3
ind_209,F,6.1,114,20.4
ind_209,F,7,120,22.9
ind_209,F,8.1,125.9,25.5
ind_209,F,9,131.9,27.5
ind_209,F,11,143.6,37.6
ind_209,F,12.1,149.5,42.3
ind_209,F,14.8,159.9,54.7
ind_209,F,16,161.1,56.9
ind_209,F,17,161.2,57.8
ind_209,F,17.8,161.3,57.4
ind_210,M,1,75.9,8.6
ind_210,M,1.9,85.9,10.7
ind_210,M,2.8,95.8,12.8
ind_210,M,6,115.8,18
ind_210,M,7.1,121.8,19.8
ind_210,M,8,126.7,23.6
ind_210,M,11,142.6,31
ind_210,M,12.9,155.5,39.3
ind_210,M,14,162.5,45.4
ind_210,M,15.2,168.5,50
ind_210,M,17.1,176.5,57.8
ind_210,M,18,177.5,60.4
ind_211,F,2,87.1,14.1
ind_211,F,4.2,104.7,20.1
ind_211,F,5,110.3,20.8
ind_211,F,6.1,116.3,25.3
ind_211,F,7,122.2,29.5
ind_211,F,8,128.2,32.2
ind_211,F,9.1,134.3,35.8
ind_211,F,9.8,140.6,40.7
ind_211,F,11.2,147,47.2
ind_211,F,12.3,152.9,53
ind_211,F,13.1,158.1,58.5
ind_211,F,14,162.2,63.6
ind_211,F,14.9,164,67.1
ind_211,F,17,165.3,69.2
ind_212,M,1.2,72.6,8
ind_212,M,1.8,82.5,10.7
ind_212,M,3,92.5,12.3
ind_212,M,4.2,98.2,12.8
ind_212,M,5.3,105.5,14.1
ind_212,M,6.1,111,17.5
ind_212,M,6.9,116.4,19.3
ind_212,M,8,120.7,22.9
ind_212,M,9.1,125,24.5
ind_212,M,10.4,127.7,23.8
ind_212,M,11.1,131.8,28.1
ind_212,M,12,138,32.8
ind_212,M,13,143.1,34.6
ind_212,M,15,156.1,44.6
ind_212,M,18.2,165.2,55.7
ind_213,M,1,73.7,6.9
ind_213,M,2,83.7,9.2
ind_213,M,3.1,93.6,11.5
ind_213,M,3.8,100,10.5
ind_213,M,5.3,106.9,13.6
ind_213,M,6,112.6,15.4
ind_213,M,8.2,123.1,21.2
ind_213,M,12.1,142.9,28.7
ind_213,M,13.3,149.2,28.1
ind_213,M,15,161.9,37.7
ind_213,M,15.9,165.4,37.5
ind_213,M,18.3,170.6,44.9
ind_214,F,2,89,16.3
ind_214,F,3,97.9,18.2
ind_214,F,5.1,112.2,25.8
ind_214,F,5.8,117.7,29.2
ind_214,F,8,130,37.9
ind_214,F,9.1,135.8,42.7
ind_214,F,10,142.4,50.7
ind_214,F,11.1,148.4,58.7
ind_214,F,13.4,160.8,73
ind_214,F,15.1,166.7,82.9
ind_214,F,16.3,168.3,82.5
ind_214,F,18.1,168.3,83.2
ind_215,M,1,73.7,9.9
ind_215,M,1.9,83.7,12.2
ind_215,M,3.1,94,13.7
ind_215,M,4.3,100.6,14.7
ind_215,M,6,113.4,19.9
ind_215,M,8.9,128.6,28.1
ind_215,M,10.1,133,31
ind_215,M,11.1,138.4,34.5
ind_215,M,11.8,144.7,40.3
ind_215,M,12.9,151.1,45
ind_215,M,14,157.7,50.7
ind_215,M,15,164,55.7
ind_215,M,17,172.6,65.6
ind_215,M,18.2,173.2,69.2
ind_216,F,1.1,74.3,11.8
ind_216,F,2,86.3,13.6
ind_216,F,2.9,95.2,15.2
ind_216,F,4,103.4,18.7
ind_216,F,4.8,109.3,19.6
ind_216,F,6,115.4,23.9
ind_216,F,6.9,121.4,28.2
ind_216,F,8.9,133.4,34.1
ind_216,F,10,139.7,41
ind_216,F,12.1,151.8,52.1
ind_216,F,13.3,157.1,58.1
ind_216,F,14,160.9,62.5
ind_216,F,15,162.9,67.8
ind_216,F,16.1,164,68.9
ind_216,F,17.3,164.2,69.4
ind_216,F,18.2,164.1,67.4
ind_217,F,1,75.2,10.5
ind_217,F,2,87.3,12.5
ind_217,F,3,96.3,14.5
ind_217,F,4.1,104.7,16.3
ind_217,F,6,116.9,21.3
ind_217,F,7.1,123.1,24.2
ind_217,F,9.3,135.1,28.8
ind_217,F,11.1,148.2,39.8
ind_217,F,12,154.1,44.9
ind_217,F,13,159.7,49.7
ind_217,F,13.9,164.1,53.9
ind_217,F,16,168,59.7
ind_217,F,17,168.4,60.3
ind_218,M,1.1,75.4,9.1
ind_218,M,2.1,85.5,11.1
ind_218,M,4,102.2,14.5
ind_218,M,5.1,109.1,15.8
ind_218,M,6,115.1,18.8
ind_218,M,6.8,120.7,20.9
ind_218,M,8.3,125.8,23.9
ind_218,M,10,136.1,27.6
ind_218,M,11.4,141.4,30.8
ind_218,M,11.9,147.3,36.3
ind_218,M,15,166.8,50
ind_218,M,16,170.7,54.4
ind_218,M,17.3,174.8,58.7
ind_218,M,18,175.8,61.4
ind_219,F,1,74.9,11.2
ind_219,F,2.1,87,13.5
ind_219,F,4.1,104.3,18.3
ind_219,F,5,110.2,19.6
ind_219,F,6,116.3,23.3
ind_219,F,6.9,122.4,26.9
ind_219,F,10,141.7,37.7
ind_219,F,12,154,48.7
ind_219,F,13.9,164.2,59.8
ind_219,F,18,168.6,66.7
ind_220,F,1,73.5,8.8
ind_220,F,2,85.5,10.9
ind_220,F,3.3,94.5,12.8
ind_220,F,4,102.4,13.3
ind_220,F,5.1,108.4,14.6
ind_220,F,5.9,114.4,17.3
ind_220,F,7,120.4,18.9
ind_220,F,8.2,126.3,21.5
ind_220,F,9,132.3,23.1
ind_220,F,10,138,28
ind_220,F,10.8,144.1,32.8
ind_220,F,12,150,36.9
ind_220,F,13,154.6,40.7
ind_220,F,14,158.7,44
ind_220,F,16.4,161.8,50
ind_220,F,17.1,161.9,50.9
ind_220,F,18.2,162,50.4
ind_221,M,1,72.6,8.3
ind_221,M,2,82.8,10.3
ind_221,M,3,93,12.2
ind_221,M,5,105.8,14.2
ind_221,M,5.9,112.1,17.1
ind_221,M,7,117.7,18.6
ind_221,M,8,122.6,22.4
ind_221,M,9,127.8,24.4
ind_221,M,10.1,132.4,24
ind_221,M,12,142.7,32.7
ind_221,M,16,166.7,48.6
ind_221,M,17.2,171.3,53.4
ind_221,M,17.9,171.7,56.1
ind_222,M,2,82.6,10.1
ind_222,M,3.3,92.9,12.9
ind_222,M,4,99.2,12.2
ind_222,M,5.9,111.6,16
ind_222,M,7.3,116.9,18.7
ind_222,M,9,126.5,23.4
ind_222,M,10,131.3,22.1
ind_222,M,12.1,142.2,31.2
ind_222,M,14,154.6,37.6
ind_222,M,17,165.9,49.9
ind_222,M,18.1,167.6,53.3
ind_223,M,2,85.3,11
ind_223,M,3,95.3,13
ind_223,M,4.3,102.6,14.7
ind_223,M,5,109.1,15.3
ind_223,M,6.1,115.2,18.6
ind_223,M,7,120.7,20.2
ind_223,M,8.1,126,24
ind_223,M,9.4,131.3,26.7
ind_223,M,10,136.4,26.6
ind_223,M,11.3,141.8,30.9
ind_223,M,12.3,147.8,36.1
ind_223,M,13.1,154.2,38.2
ind_223,M,14,161.2,43.6
ind_223,M,15.2,167.3,49.9
ind_223,M,17.1,175.2,57
ind_224,M,5.1,106.2,15.2
ind_224,M,7,117,19.9
ind_224,M,8,121.5,23.4
ind_224,M,10.1,130.5,26.9
ind_224,M,11.3,136.2,31.1
ind_224,M,12.2,142.5,35.8
ind_224,M,13.9,154.5,43.4
ind_224,M,15.2,161.6,48.9
ind_224,M,17.4,169.3,55.9
ind_224,M,17.8,170.3,56.8
ind_225,M,1,72.1,8.5
ind_225,M,2.2,82.3,10.8
ind_225,M,3,91.8,12.7
ind_225,M,4,97.9,13.4
ind_225,M,6.1,110.4,17.8
ind_225,M,7.4,115.7,20.1
ind_225,M,10.1,128.9,26.8
ind_225,M,11,132.5,29.8
ind_225,M,12.1,138.3,35
ind_225,M,13,143.4,36.8
ind_225,M,13.8,150.8,42.1
ind_225,M,15.3,157.1,47.3
ind_225,M,16.2,161,50.5
ind_225,M,16.8,163.6,53.7
ind_225,M,17.9,165.7,55.9
ind_226,F,1,73.7,10
ind_226,F,2,85.7,12
ind_226,F,3,94.7,14
ind_226,F,4,102.7,15.4
ind_226,F,6.2,115.2,20.4
ind_226,F,7,120.7,22.3
ind_226,F,9.2,133.1,27.3
ind_226,F,10,138.5,31.8
ind_226,F,11,144.4,36.8
ind_226,F,11.9,150.2,41.1
ind_226,F,13,155.2,45.8
ind_226,F,14.2,159.7,50.3
ind_226,F,16,162.1,55.7
ind_226,F,17.1,162.4,56.9
ind_226,F,18,162.3,56.2
ind_227,F,1.4,73.4,9.7
ind_227,F,2,85.5,12
ind_227,F,2.9,94.5,14.1
ind_227,F,3.8,102.3,15.5
ind_227,F,4.8,108.4,17
ind_227,F,6,114.4,19.9
ind_227,F,7,120.3,22.3
ind_227,F,8.1,126.4,24.7
ind_227,F,9,132.3,26.8
ind_227,F,10.9,144,36.8
ind_227,F,13,154.8,45.6
ind_227,F,14.1,158.9,49.4
ind_227,F,15.3,160.8,53.3
ind_227,F,16.1,161.9,55.4
ind_227,F,17,162,56.6
ind_228,M,2,85.3,9.6
ind_228,M,3,95.2,11.9
ind_228,M,4,101.9,12.4
ind_228,M,5.9,114.8,17
ind_228,M,7,120.5,18.8
ind_228,M,8.1,125.3,22
ind_228,M,9.8,136.1,24
ind_228,M,10.9,141.1,27.6
ind_228,M,12.3,147,33
ind_228,M,13.2,153.9,35
ind_228,M,15.4,166.6,46.3
ind_228,M,15.8,170.6,48.8
ind_228,M,17,174.3,53.3
ind_229,M,1,79.6,12.2
ind_229,M,2.4,89.7,15.4
ind_229,M,3,99.8,16.2
ind_229,M,5,115.1,20.6
ind_229,M,6.1,121.7,24.1
ind_229,M,8,134.5,31.5
ind_229,M,9,139.5,33.8
ind_229,M,11,153.1,46.4
ind_229,M,13.2,167.3,62.7
ind_229,M,17.4,187.2,95
ind_230,F,2.1,85.2,12.3
ind_230,F,4,102,15.6
ind_230,F,5,107.9,17.2
ind_230,F,8.3,125.6,25.8
ind_230,F,9.1,131.8,27.5
ind_230,F,10,137.3,32.3
ind_230,F,11,143.2,37.4
ind_230,F,13.3,153.8,47.1
ind_230,F,14,158,50.6
ind_230,F,15.1,159.8,54.8
ind_230,F,17.2,160.7,57.9
ind_231,F,0.9,74.9,12.4
ind_231,F,3,95.9,16.2
ind_231,F,5,110,20.8
ind_231,F,8.1,128.2,32.4
ind_231,F,9,134.2,36.1
ind_231,F,11.4,146.6,49.1
ind_231,F,12.3,152.8,54.4
ind_231,F,13.1,158,61.7
ind_231,F,14,161.9,65.8
ind_231,F,14.9,163.9,72.6
ind_231,F,18.2,165.1,73.1
ind_232,F,1.4,75.9,10.7
ind_232,F,2.3,88,12.7
ind_232,F,3.1,96.9,14.7
ind_232,F,4.3,105.4,17.1
ind_232,F,6.3,117.6,22.1
ind_232,F,7.2,123.4,25.2
ind_232,F,8.1,129.6,27.5
ind_232,F,9,135.9,29.9
ind_232,F,10.3,143,35
ind_232,F,11.3,148.9,40.6
ind_232,F,12.1,154.6,45.4
ind_232,F,13,160.9,50.5
ind_232,F,14,164.6,55
ind_232,F,16,168.1,61.1
ind_232,F,17,168.3,62.2
ind_232,F,18,168.4,62
ind_233,F,2.1,87.2,12.3
ind_233,F,3,96.3,14.3
ind_233,F,7.9,128.4,26
ind_233,F,9,134.6,28.1
ind_233,F,11,147.5,38.6
ind_233,F,13,159.4,48.1
ind_233,F,16.8,166.8,59.3
ind_233,F,18,167.2,58.6
ind_234,F,1,74.9,9.9
ind_234,F,3.1,95.8,13.8
ind_234,F,5,110,16.9
ind_234,F,6.2,116.1,19.7
ind_234,F,7,122,22.2
ind_234,F,8,128,24.7
ind_234,F,12,152.3,41.1
ind_234,F,13.4,157.9,45.2
ind_234,F,14.1,161.7,49.3
ind_234,F,15.1,163.8,53.3
ind_234,F,15.9,164.6,55.6
ind_234,F,17,164.6,56.5
ind_234,F,17.8,164.7,56.1
ind_235,F,0.8,73.1,10
ind_235,F,2.3,85.1,11.8
ind_235,F,4.2,102,15.2
ind_235,F,6,113.9,19.8
ind_235,F,7,119.8,22.2
ind_235,F,8,125.6,24.7
ind_235,F,9,131.5,26.7
ind_235,F,10,137.2,31.6
ind_235,F,10.8,143,36.7
ind_235,F,11.9,148.9,41.1
ind_235,F,14,157.1,49.4
ind_235,F,15.2,159.2,53.3
ind_235,F,16,160.3,55.5
ind_235,F,17,160.4,56.5
ind_235,F,18.4,160.5,55.8
ind_236,M,1,79.3,12.4
ind_236,M,2.3,89.7,14
ind_236,M,4,107.5,19
ind_236,M,6.1,120.4,24
ind_236,M,8,133.1,32.2
ind_236,M,9.1,137.8,34.2
ind_236,M,10.2,146.5,43.9
ind_236,M,13,169.5,64.8
ind_236,M,17.2,191.5,96
ind_237,F,0.9,73.9,9.1
ind_237,F,2,85.9,11.7
ind_237,F,3.1,94.9,14.2
ind_237,F,4.1,102.9,15.3
ind_237,F,5,108.9,16.4
ind_237,F,6,114.9,19.1
ind_237,F,7.2,120.9,22.5
ind_237,F,8.1,126.9,24.3
ind_237,F,9,132.9,25.6
ind_237,F,10.1,138.9,31
ind_237,F,12,150.9,39.4
ind_237,F,13.1,155.8,43.8
ind_237,F,15,161.8,50.6
ind_237,F,16.2,162.8,54.2
ind_237,F,17,162.9,54.1
ind_237,F,18,162.9,53.8
ind_238,M,1,76.6,9.1
ind_238,M,2,86.7,11.2
ind_238,M,2.8,96.7,13.3
ind_238,M,4.2,103.8,14.1
ind_238,M,5.1,110.7,15.7
ind_238,M,6,116.7,18.6
ind_238,M,7,122.9,20.7
ind_238,M,7.9,127.9,24.2
ind_238,M,9,132.9,26.4
ind_238,M,11,144.2,31.2
ind_238,M,12.1,150.3,35.9
ind_238,M,13,157.4,38.7
ind_238,M,14,164.5,44.1
ind_238,M,15,170.6,48.7
ind_238,M,16,174.7,51.9
ind_238,M,18.2,180.4,58.8
ind_239,F,0.8,71.3,7.8
ind_239,F,1.9,83.2,10.2
ind_239,F,4,99.7,12.5
ind_239,F,5.2,106.1,14.6
ind_239,F,7.9,123.4,19
ind_239,F,11.3,140.3,30
ind_239,F,12,145.8,32.7
ind_239,F,14.1,153.3,40
ind_239,F,15.1,155.5,43.6
ind_239,F,16,155.9,46.6
ind_239,F,18,156.1,47.4
ind_240,M,2.3,80.4,8.8
ind_240,M,3.1,90.3,11.1
ind_240,M,4.9,103.2,13
ind_240,M,5.8,109.3,16.5
ind_240,M,7.2,114.1,17.5
ind_240,M,8,118.3,21.4
ind_240,M,9,124,23.8
ind_240,M,10.1,127.7,23.7
ind_240,M,11.1,133.4,27.7
ind_240,M,13,145.1,33.8
ind_240,M,14,152.5,39.3
ind_240,M,15,157.9,45.1
ind_240,M,16,162.6,48.5
ind_240,M,17,165.4,53.1
ind_240,M,18.2,167.9,58
ind_241,F,2.4,88,13.8
ind_241,F,3,96.2,14.2
ind_241,F,4,104.3,15.9
ind_241,F,6,116.6,20.5
ind_241,F,6.8,122.2,22.4
ind_241,F,8.3,129.2,26.9
ind_241,F,9.1,134.8,28.2
ind_241,F,11,147,38
ind_241,F,12.9,158.4,47
ind_241,F,14.1,162.7,51.8
ind_241,F,15,164.3,55.6
ind_241,F,16,165.6,57.6
ind_241,F,17.4,166.5,60.1
ind_242,M,1.9,85.1,10.5
ind_242,M,3.4,94.9,11.4
ind_242,M,3.9,102,12.9
ind_242,M,5.1,108.9,13.9
ind_242,M,6,115,16.8
ind_242,M,7,120.7,18.2
ind_242,M,8.8,130.7,23.6
ind_242,M,10,136.1,22.5
ind_242,M,11,141.1,25.6
ind_242,M,11.8,146.9,31.8
ind_242,M,13.3,153.5,31
ind_242,M,14.1,160.6,38.4
ind_242,M,16,170.2,45.1
ind_242,M,18.3,175.6,55.7
ind_243,M,1.3,76.1,10.7
ind_243,M,2,85.8,11.4
ind_243,M,3,95.8,13.4
ind_243,M,4,102.8,14.6
ind_243,M,5,109.8,16.1
ind_243,M,6,115.7,19
ind_243,M,7.9,126.6,24.3
ind_243,M,9,131.7,26.6
ind_243,M,10,137.6,28.7
ind_243,M,11,142.6,32.2
ind_243,M,11.8,148.4,36.7
ind_243,M,13.3,155.9,42.7
ind_243,M,13.9,162.5,47.1
ind_243,M,15.2,168.8,53
ind_243,M,17,176.5,61.5
ind_244,F,3,96,14.2
ind_244,F,4,104.1,15.8
ind_244,F,7.4,122.7,24.3
ind_244,F,8.2,128.6,26.1
ind_244,F,8.9,134.2,27.3
ind_244,F,10,140.7,32.7
ind_244,F,11.1,146.8,38
ind_244,F,11.9,152.7,42.1
ind_244,F,13,158.3,47.1
ind_244,F,15.3,164.6,56.2
ind_244,F,17.4,166.1,59.5
ind_245,M,0.9,74.1,8.3
ind_245,M,2.4,83.8,9.5
ind_245,M,3.3,93.7,11.5
ind_245,M,6.9,118.8,19
ind_245,M,8,123.5,22.5
ind_245,M,8.9,128.7,24.7
ind_245,M,10,133.3,24.6
ind_245,M,11.2,138.2,28.1
ind_245,M,12.4,143.6,33.3
ind_245,M,14.2,156.1,41.8
ind_245,M,15,162.8,46.8
ind_245,M,16.2,166.8,48.8
ind_245,M,18,172.5,57.5
ind_246,F,1.4,74.2,12.1
ind_246,F,1.9,85.7,12.1
ind_246,F,3.9,102.6,15.9
ind_246,F,5,108.6,17.8
ind_246,F,6.1,114.7,21.4
ind_246,F,7,120.6,24.1
ind_246,F,8,126.6,26.5
ind_246,F,9,132.5,28.6
ind_246,F,10,138.3,33.7
ind_246,F,11,144.4,38.8
ind_246,F,12,150.4,43.5
ind_246,F,13,155.2,48.4
ind_246,F,14,159.1,52.7
ind_246,F,15.1,161.2,57.5
ind_246,F,16,162,58.8
ind_246,F,17.1,162.2,59.9
ind_246,F,18.3,162.2,58.6
ind_247,F,0.9,74.5,10.5
ind_247,F,2,86.5,12.4
ind_247,F,3,95.5,14.4
ind_247,F,4.2,103.6,16.1
ind_247,F,5,109.6,17.7
ind_247,F,6.3,115.7,20.5
ind_247,F,7,121.8,23.7
ind_247,F,9.1,133.9,28.2
ind_247,F,10.1,140.1,33.2
ind_247,F,10.8,146.1,38.8
ind_247,F,12.3,152.2,42.8
ind_247,F,13.4,157.6,47.6
ind_247,F,14,161.5,52.2
ind_247,F,15,163.4,56.3
ind_247,F,17,164.5,59.2
ind_247,F,17.9,164.7,58.6
ind_248,M,3.3,96.5,14.2
ind_248,M,4.3,103.7,15.9
ind_248,M,5,110.7,17.6
ind_248,M,6.4,116.8,20.3
ind_248,M,7.1,122.8,23.2
ind_248,M,8.1,127.9,26.6
ind_248,M,10.1,139,33
ind_248,M,11.1,144,36.6
ind_248,M,12,149.9,41.6
ind_248,M,13.1,157.1,47.1
ind_248,M,14.1,164.2,52.9
ind_248,M,15.2,170.1,58.1
ind_248,M,16.1,174,64.7
ind_248,M,18,179.3,71.9
ind_249,M,1,74.4,9.3
ind_249,M,2.1,84.4,11.7
ind_249,M,3.1,94.4,13.6
ind_249,M,4,100.6,14.6
ind_249,M,4.9,107.6,15.8
ind_249,M,6.2,113.8,19.8
ind_249,M,7.1,119.4,21.7
ind_249,M,8.1,124.5,25.3
ind_249,M,9.2,129.8,27.7
ind_249,M,10.1,134.7,30
ind_249,M,12.3,145.9,39
ind_249,M,13,152.3,42.2
ind_249,M,14,159.2,48.4
ind_249,M,15.3,166,54.5
ind_249,M,16,169.7,58.6
ind_249,M,17,173.8,62.4
ind_249,M,18.3,175.4,66.2
ind_250,M,2,84.2,10.9
ind_250,M,2.9,94.2,12.6
ind_250,M,4.3,101.4,14.9
ind_250,M,5,108,15.6
ind_250,M,6,114.1,18.6
ind_250,M,7.1,119.9,20.9
ind_250,M,8.1,124.6,24.4
ind_250,M,8.9,129.5,25.7
ind_250,M,10.2,134.8,27.8
ind_250,M,12,145.9,36
ind_250,M,13,152.8,39.5
ind_250,M,15,166,50.2
ind_250,M,15.9,169.6,53.7
ind_250,M,17,173.5,57.4
ind_251,F,0.9,72.5,9.3
ind_251,F,4,101.3,14.6
ind_251,F,5,107.2,16.2
ind_251,F,6.2,113.3,19.7
ind_251,F,8,125.2,23.8
ind_251,F,9,131.3,25.6
ind_251,F,10,136.8,30.3
ind_251,F,11,142.7,35
ind_251,F,11.8,148.2,38.9
ind_251,F,13,153,43.7
ind_251,F,13.8,157.1,46.7
ind_251,F,15.1,159.3,51.1
ind_251,F,16,159.9,52.8
ind_251,F,17.2,160.2,54.3
ind_251,F,18,160.1,53.2
ind_252,M,1.4,77,10.6
ind_252,M,2,86.9,12.9
ind_252,M,3.2,96.9,14.7
ind_252,M,4.2,104.2,16.8
ind_252,M,5,111.1,18.4
ind_252,M,6.2,117.1,21.1
ind_252,M,8,128.6,27.8
ind_252,M,9.2,133.6,29.6
ind_252,M,10,140,34.9
ind_252,M,11.1,144.9,38.3
ind_252,M,13.4,158.5,49.7
ind_252,M,14.1,165.7,56.4
ind_252,M,17.9,181.4,75
ind_253,M,1,74.7,9.5
ind_253,M,2.9,94.2,13.1
ind_253,M,4.1,100.9,14.9
ind_253,M,7.1,119.8,21.5
ind_253,M,9,129.8,26.9
ind_253,M,10,134.7,29.5
ind_253,M,11,140,33.1
ind_253,M,12,146.2,37.9
ind_253,M,17,173.9,62.7
ind_253,M,18.1,174.9,65.9
ind_254,M,1,76,9.9
ind_254,M,3.3,96.3,14.8
ind_254,M,4,103,15.3
ind_254,M,5.2,110.2,17.4
ind_254,M,5.8,115.8,19.2
ind_254,M,7.3,122.3,23.2
ind_254,M,8.2,127.2,26.4
ind_254,M,9.2,132.2,28.4
ind_254,M,10.1,138.1,31.4
ind_254,M,11.1,143.1,34.9
ind_254,M,11.8,148.8,39
ind_254,M,13.3,156.3,45.4
ind_254,M,13.9,162.9,50.2
ind_254,M,15.9,172.9,61.1
ind_254,M,17,177,65.4
ind_255,M,1.1,74.6,8.1
ind_255,M,2.1,84.7,10
ind_255,M,2.9,94.4,11.5
ind_255,M,3.9,101.1,11.5
ind_255,M,4.8,108.1,12.7
ind_255,M,7,119.5,17.2
ind_255,M,8,124.2,21.2
ind_255,M,9.1,129,23.8
ind_255,M,13,150.5,32.1
ind_255,M,14.1,157,38.7
ind_255,M,15.4,162.6,44.3
ind_255,M,17,168.9,46.9
ind_255,M,17.8,170.3,48.4
ind_256,F,1.2,74.9,10.6
ind_256,F,2,86.6,12.2
ind_256,F,3.2,95.9,14.6
ind_256,F,4.1,104,16.1
ind_256,F,5,109.7,17.4
ind_256,F,6,115.8,20.5
ind_256,F,7.1,122,23.4
ind_256,F,8.1,128.2,25.9
ind_256,F,10.1,140.6,32.9
ind_256,F,11,146.3,37.8
ind_256,F,11.9,152.2,42.2
ind_256,F,13.1,158.1,47.2
ind_256,F,14.1,162.2,51.3
ind_256,F,15,164,55.2
ind_256,F,16.3,165.3,57.6
ind_256,F,17,164.9,58.1
ind_256,F,18.3,164.9,57.5
ind_257,F,1.2,74,10.8
ind_257,F,2,86,13
ind_257,F,3.4,95,14.8
ind_257,F,4.2,103,17.5
ind_257,F,5.1,109,19.1
ind_257,F,7.1,121,26.3
ind_257,F,8,127,29.2
ind_257,F,10,139.1,37.8
ind_257,F,11.4,145.1,43.6
ind_257,F,12,151.1,48.2
ind_257,F,12.9,156.1,53.9
ind_257,F,14,160.1,57.8
ind_257,F,15.4,162.1,62.9
ind_257,F,15.9,163.1,65.1
ind_257,F,17.2,163.1,65.7
ind_257,F,18.2,163.1,65.8
ind_258,F,2.2,84.3,10.7
ind_258,F,5.3,107,14.5
ind_258,F,6,112.8,17
ind_258,F,7,118.9,18.3
ind_258,F,8.8,131.2,22
ind_258,F,11,142.6,30.7
ind_258,F,12.9,153.3,37.6
ind_258,F,16.1,160.1,46.2
ind_258,F,17,160.2,47.3
ind_259,M,1,72,7.1
